id,text,label,present,uid
ma102,"Of course it should, it's less harmful than Alcohol or Ambien.   What's good is that more and more politicians are supporting the idea of a debate on the issue (well, Arnold Schwarzaneggar is the most vocal right now). He doesn't say legalize it, but he does believe it's time to look into the situation and see if it should be legalized. Way better than pussy ass Obama who won't even discuss the reasons why he's against legalizing it. All he says is ""that's not gonna happen"". Maybe we should have gotten rid of that Born in America thing and voted in The Governator.",c-Other,0,ma102arg11
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",p-not_addictive,0,ma103arg0
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",p-medicine,0,ma103arg1
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",p-legal,0,ma103arg2
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",p-right,0,ma103arg3
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",p-no_damage,0,ma103arg4
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",p-Other,0,ma103arg5
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",c-health,0,ma103arg6
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",c-mind,1,ma103arg7
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",c-illegal,1,ma103arg8
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",c-crime,0,ma103arg9
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",c-addiction,1,ma103arg10
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",c-Other,0,ma103arg11
ma104,OK for 1) We would not abuse the privilge.....watabout us tht useit for medical purposes?....Cancer or enfisema or eating disorders or cant sleep,p-not_addictive,0,ma104arg0
