id,text,label,line,uid
gr104,"In China the Confunacists said that the first duty is to raise a family and take care of them and overlooked homosexuality if it was discreet and private.  The Greeks said that those who penetrated were dominant and masculine and those who got penetrated (LOL!!!) were feminine and submissive.  I could go on forever.. but none of the cultures allowed gay marriage.    Not many had open gay relations   So homosexuality isn't immoral since time immemorial, glad to see you agree on that.  In ancient Greece the male form was considered the ideal of beauty and the ancient Romans were fond of rampant homosexuality. If there was no gay marriage then I don't see how it impacts now, do we still have gladiatorial events where people are killed for amusement, NO. Do we still have widespread slavery, NO. Do we still have a view of women as second class citizens, NO. (OK we still have these things in some more devoutly religious  and obviously morally advanced:)  countries.)  But because of some all too conservative people, the rights of two people to be happy are denied based on out-dated texts and bigoted moral judgments. The fact that in the western world that the only real opposition to things like gay marriage comes from the religious communities is telling of their archaic and flawed morality. Gay people can not help being the way they are, it is not a belief system, or a choice it is an ingrained hormonally shaped sexuality, and if you are not this way you should count yourself lucky. Imagine being brought into a world where the very nature of yourself is ridiculed on any given day, where want you feel drawn to without explanation or choice is being chastised by huge groups of people, people that do not want to listen to evidence or reason, they KNOW they are right and that is that, and they WILL make your life hell because they deem themselves superior and in the right. A gay couple can not get married in a religious ceremony, so if they are not put together in the eyes of whichever God it is then it should not matter to the religious if Gay people had a legal ceremony or not.    TBH they are generally in line with me. Good to know that   They are not in line with you mate, as I said before in ancient Greece and Rome homosexuality was rampant and anyway even if ancient civilizations are in line with you then that shows where your morals stand, outdated and archaic.",p-right_denied,"because of some all too conservative people, the rights of two people to be happy are denied based on out-dated texts and bigoted moral judgments",gr104arg0
gr104,"In China the Confunacists said that the first duty is to raise a family and take care of them and overlooked homosexuality if it was discreet and private.  The Greeks said that those who penetrated were dominant and masculine and those who got penetrated (LOL!!!) were feminine and submissive.  I could go on forever.. but none of the cultures allowed gay marriage.    Not many had open gay relations   So homosexuality isn't immoral since time immemorial, glad to see you agree on that.  In ancient Greece the male form was considered the ideal of beauty and the ancient Romans were fond of rampant homosexuality. If there was no gay marriage then I don't see how it impacts now, do we still have gladiatorial events where people are killed for amusement, NO. Do we still have widespread slavery, NO. Do we still have a view of women as second class citizens, NO. (OK we still have these things in some more devoutly religious  and obviously morally advanced:)  countries.)  But because of some all too conservative people, the rights of two people to be happy are denied based on out-dated texts and bigoted moral judgments. The fact that in the western world that the only real opposition to things like gay marriage comes from the religious communities is telling of their archaic and flawed morality. Gay people can not help being the way they are, it is not a belief system, or a choice it is an ingrained hormonally shaped sexuality, and if you are not this way you should count yourself lucky. Imagine being brought into a world where the very nature of yourself is ridiculed on any given day, where want you feel drawn to without explanation or choice is being chastised by huge groups of people, people that do not want to listen to evidence or reason, they KNOW they are right and that is that, and they WILL make your life hell because they deem themselves superior and in the right. A gay couple can not get married in a religious ceremony, so if they are not put together in the eyes of whichever God it is then it should not matter to the religious if Gay people had a legal ceremony or not.    TBH they are generally in line with me. Good to know that   They are not in line with you mate, as I said before in ancient Greece and Rome homosexuality was rampant and anyway even if ancient civilizations are in line with you then that shows where your morals stand, outdated and archaic.",p-born,In ancient Greece the male form was considered the ideal of beauty and the ancient Romans were fond of rampant homosexuality.,gr104arg1
gr104,"In China the Confunacists said that the first duty is to raise a family and take care of them and overlooked homosexuality if it was discreet and private.  The Greeks said that those who penetrated were dominant and masculine and those who got penetrated (LOL!!!) were feminine and submissive.  I could go on forever.. but none of the cultures allowed gay marriage.    Not many had open gay relations   So homosexuality isn't immoral since time immemorial, glad to see you agree on that.  In ancient Greece the male form was considered the ideal of beauty and the ancient Romans were fond of rampant homosexuality. If there was no gay marriage then I don't see how it impacts now, do we still have gladiatorial events where people are killed for amusement, NO. Do we still have widespread slavery, NO. Do we still have a view of women as second class citizens, NO. (OK we still have these things in some more devoutly religious  and obviously morally advanced:)  countries.)  But because of some all too conservative people, the rights of two people to be happy are denied based on out-dated texts and bigoted moral judgments. The fact that in the western world that the only real opposition to things like gay marriage comes from the religious communities is telling of their archaic and flawed morality. Gay people can not help being the way they are, it is not a belief system, or a choice it is an ingrained hormonally shaped sexuality, and if you are not this way you should count yourself lucky. Imagine being brought into a world where the very nature of yourself is ridiculed on any given day, where want you feel drawn to without explanation or choice is being chastised by huge groups of people, people that do not want to listen to evidence or reason, they KNOW they are right and that is that, and they WILL make your life hell because they deem themselves superior and in the right. A gay couple can not get married in a religious ceremony, so if they are not put together in the eyes of whichever God it is then it should not matter to the religious if Gay people had a legal ceremony or not.    TBH they are generally in line with me. Good to know that   They are not in line with you mate, as I said before in ancient Greece and Rome homosexuality was rampant and anyway even if ancient civilizations are in line with you then that shows where your morals stand, outdated and archaic.",p-Other,". Gay people can not help being the way they are, it is not a belief system, or a choice it is an ingrained hormonally shaped sexuality, and if you are not this way you should count yourself lucky.",gr104arg2
gr105,"I don't question anyones existence...I do however question what is right and wrong and how it might affect me.  Do you want to live next door to a whore house? Strip club? How about a landfill?   Ones beliefs sometimes are insulting but that does not mean that we are not aloud to have them. I believe that homosexual sex is not natural. If that hurts someone I am sorry, but it is my belief. I have never said things to be political correct, but to share my belief system honestly.   I believe that allowing gays to marry would harm society in the long run. I think its a very important issue.",c-gay_problems,I believe that allowing gays to marry would harm society in the long run.,gr105arg0
gr105,"I don't question anyones existence...I do however question what is right and wrong and how it might affect me.  Do you want to live next door to a whore house? Strip club? How about a landfill?   Ones beliefs sometimes are insulting but that does not mean that we are not aloud to have them. I believe that homosexual sex is not natural. If that hurts someone I am sorry, but it is my belief. I have never said things to be political correct, but to share my belief system honestly.   I believe that allowing gays to marry would harm society in the long run. I think its a very important issue.",c-abnormal,I believe that homosexual sex is not natural,gr105arg1
gr107,"Yes, Marriage is more like Person (1) + Person (1) = Married Couple (2). Basic math. After all, we people are all the same.",p-right_denied,"After all, we people are all the same.",gr107arg0
gr107,"Yes, Marriage is more like Person (1) + Person (1) = Married Couple (2). Basic math. After all, we people are all the same.",p-normal,Marriage is more like Person (1) + Person (1) = Married Couple (2).,gr107arg1
gr108,"Okay, so the behavior of the minority is abnormal, abnormal is deviant, and deviant behavior often isn't  accepted  by the majority. This is what you've established, and I don't disagree with it. But nowhere have you done anything to show why the behavior of the minority is unethical and immoral simply because it is deviant. You haven't shown abnormal behavior to be unacceptable, just stated that it is frequently unaccepted - by people like you.  I suppose the once deviant notion that a woman's word was equal to that of a man's, the abnormal view that women should be allowed to vote and own property was just ""a slide of hands"" by the women's rights movement. And, of course, if we apply your logic evenly, this makes them immoral and unethical for perpetrating deviant behavior. Godforbid we see it as social progress, it was something new and different, how could it be?   Your slippery slope argument comes off more like paranoia. If you cant make the distinction between rape and homosexuality simply because they are both actions of the minority, you must live in a very frightening world.",p-born,"I suppose the once deviant notion that a woman's word was equal to that of a man's, the abnormal view that women should be allowed to vote and own property was just ""a slide of hands"" by the women's rights movement. And, of course, if we apply your logic evenly, this makes them immoral and unethical for perpetrating deviant behavior.",gr108arg0
gr109,"It's not hokey, Joe, it is a way of life! I also agree with the quote you posted and try, even though at times it is very hard, to live my life by it:   ""God give me the strength to change the things I can,  the patience to put it with the things I can't,  and the wisdom to know the difference.""",p-born,"It's not hokey, Joe, it is a way of life!",gr109arg0
gr11,"""You might want to look more closely at what I said. Marriage was around before Judaism. In fact it is dated back as far as we have records. ""    Evidence? Considering how marraige predates any recordable history I don't see how you can come to such a conclusion.    ""All I am trying to say is that you are choosing passages to belief and passages to ignore. Since you cannot reasonably deny that, I would just hope that perhaps you'll start ignoring the bigotry and focusing on the love.""    Those passages were written at a time when murder and exile were the only forms of harsh punishment, we are talking about people who live of the land and travel round in tents, how else are you going to deter them from sinning? Also, you must also take into account the Jesus taught us to help sinners peaceful, hence the fact that we don't go around slaughter gays and adulterers.",c-religion,"you must also take into account the Jesus taught us to help sinners peaceful, hence the fact that we don't go around slaughter gays and adulterers.",gr11arg0
gr110,"If you make homosexual marriage legal, then what is marriage? If we don't have a clear, stable, and defined meaning than it means nothing. If a man can marry another man, then when we get used to that what will come next? A human marrying an animal? Then what? A human marrying computers, buildings, and rocks?  My most true motive for this view is what the Bible has to say about it, but I try not to debate based on Holy Books because I'm sure many of you don't trust a word it says!",c-gay_problems,"If a man can marry another man, then when we get used to that what will come next? A human marrying an animal? Then what? A human marrying computers, buildings, and rocks?",gr110arg0
gr110,"If you make homosexual marriage legal, then what is marriage? If we don't have a clear, stable, and defined meaning than it means nothing. If a man can marry another man, then when we get used to that what will come next? A human marrying an animal? Then what? A human marrying computers, buildings, and rocks?  My most true motive for this view is what the Bible has to say about it, but I try not to debate based on Holy Books because I'm sure many of you don't trust a word it says!",c-religion,"My most true motive for this view is what the Bible has to say about it, but I try not to debate based on Holy Books",gr110arg1
gr111,With marriage comes a lot of privileges. Taxes and other things such as the right to decide to pull the plug or not. That is why it should be right for Homosexuals to get married.,p-right_denied,With marriage comes a lot of privileges. Taxes and other things such as the right to decide to pull the plug or not. That is why it should be right for Homosexuals to get married.,gr111arg0
gr113,"God didn't make man or woman you inbred  Adam and Eve have kids, then what?  Their kids have kids with each other, then their kids, and theirs, and so on  Religion is a joke for uneducated people who couldn't explain the sky, the sun, or why we don't fall off the other side of the world",p-Other,"Religion is a joke for uneducated people who couldn't explain the sky, the sun, or why we don't fall off the other side of the world",gr113arg0
gr114,All three of the reasons you give are just different ways of saying the same thing: it's against your religion.  What right do you have to force your religious views on people who do not share your faith?  P.S. Show me where in the Constitution it defines a family as a man and a woman. Or did you just make that up?,p-right_denied,What right do you have to force your religious views on people who do not share your faith?,gr114arg0
gr114,All three of the reasons you give are just different ways of saying the same thing: it's against your religion.  What right do you have to force your religious views on people who do not share your faith?  P.S. Show me where in the Constitution it defines a family as a man and a woman. Or did you just make that up?,p-normal,P.S. Show me where in the Constitution it defines a family as a man and a woman.,gr114arg1
gr115,"whilst god does not discriminate it says in the bible that man must not lie with man, this geeration seems to think that you are above the law of the bible and if this is so just look towards god and ask him 'am i allowed?' and the answer will be do as you will but ot for lust only for love   jacob  yet the systematic abuse of this freedom to sleep with whom and whoever you want for love was jesus lega cy and he said for give them father for they know not what they do and this was his last words as a man so do you really want to go behind gods back and show yourself as heathans he died for you once and when the second coming arrives he shall do it again if you caqn live with the shame for breaking of the covenants is your forty pieces of silver if your heart is breaking speak to jeasus if you have lost your faith speak to the lord but if you continue to be promiscuous without asking for forgiveness then you may have your money and laugh for the lords say it will not happen again",c-religion,"whilst god does not discriminate it says in the bible that man must not lie with man, this geeration seems to think that you are above the law of the bible and if this is so just look towards god and ask him 'am i allowed?' and the answer will be do as you will but ot for lust only for love",gr115arg0
gr116,"This has nothing to do about their actions. Listen, they will be confronted and dealt with in the end, not my problem. I do not want to control them from being together, I honestly don't care. However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!  http://www.merriam-webster.com/ dictionary/marriage   read it and weep!  It is not recognized by our constitution as a right. The end. And it won't get added. If a state wants to legalize it they can try.  Personally, I say don't legalize it nor make it illegal, that way it will not be legally recognized however a person can either deny or accept ""ceremonially"" performing a wedding for them.",c-Other,It is not recognized by our constitution as a right.,gr116arg0
gr116,"This has nothing to do about their actions. Listen, they will be confronted and dealt with in the end, not my problem. I do not want to control them from being together, I honestly don't care. However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!  http://www.merriam-webster.com/ dictionary/marriage   read it and weep!  It is not recognized by our constitution as a right. The end. And it won't get added. If a state wants to legalize it they can try.  Personally, I say don't legalize it nor make it illegal, that way it will not be legally recognized however a person can either deny or accept ""ceremonially"" performing a wedding for them.",c-abnormal,"However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!",gr116arg1
gr116,"This has nothing to do about their actions. Listen, they will be confronted and dealt with in the end, not my problem. I do not want to control them from being together, I honestly don't care. However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!  http://www.merriam-webster.com/ dictionary/marriage   read it and weep!  It is not recognized by our constitution as a right. The end. And it won't get added. If a state wants to legalize it they can try.  Personally, I say don't legalize it nor make it illegal, that way it will not be legally recognized however a person can either deny or accept ""ceremonially"" performing a wedding for them.",c-Other,It is not recognized by our constitution as a right.,gr116arg2
gr116,"This has nothing to do about their actions. Listen, they will be confronted and dealt with in the end, not my problem. I do not want to control them from being together, I honestly don't care. However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!  http://www.merriam-webster.com/ dictionary/marriage   read it and weep!  It is not recognized by our constitution as a right. The end. And it won't get added. If a state wants to legalize it they can try.  Personally, I say don't legalize it nor make it illegal, that way it will not be legally recognized however a person can either deny or accept ""ceremonially"" performing a wedding for them.",c-abnormal,"However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!",gr116arg3
gr116,"This has nothing to do about their actions. Listen, they will be confronted and dealt with in the end, not my problem. I do not want to control them from being together, I honestly don't care. However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!  http://www.merriam-webster.com/ dictionary/marriage   read it and weep!  It is not recognized by our constitution as a right. The end. And it won't get added. If a state wants to legalize it they can try.  Personally, I say don't legalize it nor make it illegal, that way it will not be legally recognized however a person can either deny or accept ""ceremonially"" performing a wedding for them.",c-Other,It is not recognized by our constitution as a right.,gr116arg4
gr116,"This has nothing to do about their actions. Listen, they will be confronted and dealt with in the end, not my problem. I do not want to control them from being together, I honestly don't care. However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!  http://www.merriam-webster.com/ dictionary/marriage   read it and weep!  It is not recognized by our constitution as a right. The end. And it won't get added. If a state wants to legalize it they can try.  Personally, I say don't legalize it nor make it illegal, that way it will not be legally recognized however a person can either deny or accept ""ceremonially"" performing a wedding for them.",c-abnormal,"However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!",gr116arg5
gr116,"This has nothing to do about their actions. Listen, they will be confronted and dealt with in the end, not my problem. I do not want to control them from being together, I honestly don't care. However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!  http://www.merriam-webster.com/ dictionary/marriage   read it and weep!  It is not recognized by our constitution as a right. The end. And it won't get added. If a state wants to legalize it they can try.  Personally, I say don't legalize it nor make it illegal, that way it will not be legally recognized however a person can either deny or accept ""ceremonially"" performing a wedding for them.",c-Other,It is not recognized by our constitution as a right.,gr116arg6
gr116,"This has nothing to do about their actions. Listen, they will be confronted and dealt with in the end, not my problem. I do not want to control them from being together, I honestly don't care. However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!  http://www.merriam-webster.com/ dictionary/marriage   read it and weep!  It is not recognized by our constitution as a right. The end. And it won't get added. If a state wants to legalize it they can try.  Personally, I say don't legalize it nor make it illegal, that way it will not be legally recognized however a person can either deny or accept ""ceremonially"" performing a wedding for them.",c-abnormal,"However, they DO NOT get to claim the title of marriage and receive the benefits of marriage when there is no such a thing!",gr116arg7
gr117,Children can find positive mother/father figures within youâre family members or friends,c-threat_to_child,Children can find positive mother/father figures within youâre family members or friends,gr117arg0
gr118,"Many studies have proved that parents sexuality has no effects on the child's sexuality. and your ""family morals"" are already in danger with a 50% Divorce rate. Don't blame it on the gays Just because the rest of America is so morally indecent. And if ""God"" (I'm atheist, and I even spelled your God's name right with a capital ""G"") designed us to have different sexes, than why is anal sex one of the largest forms of sex in America between hetero-sexuals in america? i doubt ALL of those people are atheist, liberals, or Democrats.",p-no_threat_for_child,Many studies have proved that parents sexuality has no effects on the child's sexuality.,gr118arg0
gr119,"It is our right! We the people of the United States! There is nothing in the constitution about gay marriage, so we can do it. Then Clinton signed the Defense of Marriage Act, banning all gay marriages. Republican Chris Christie of New Jersey (A blue state), vetoed that would have allowed gay marriage and will let the people vote in December. On another note, it is now fine in Maryland, N.H., N.Y, and after Prop. 8 was banned, in California.",p-right_denied,"There is nothing in the constitution about gay marriage, so we can do it.",gr119arg0
gr12,"And that should be painfully obvious.   I'm not entirely sure how it's painfully obvious.    If I want to marry my cat who are you to say that I can't   The inability of the cat to consent would render the supposed marriage a non-starter to begin with--as the ritual, in both its secular and religious formats require that both parties can and do consent.",p-Other,in both its secular and religious formats require that both parties can and do consent.,gr12arg0
gr120,"Procreation is not the reason most people have sex most of the time, very rarely is it so. What is the logical reason when heterosexual couples use condoms?   Emotion and Logic are not distinct. Logic builds off of Emotion, our reasoning is basically preemptively applied Emotional evaluation. For example, as a young child we touch the red coils of a electric stove; we associate that experience with the emotional response and though our reasoning when we see something glowing we think that its likely hot by inductive generalization. With out emotion we would have nothing stopping us from touching the next red glowing thing we see and our hands would be very burnt. Emotionally, we don't like pain.   One of my oldest friends is gay; if he one day wants the legal rights granted by marriage; he should be able to have them even if the other consenting adult in the contract is male. Personally I wouldn't mind marriage being abolished, perhaps replaced with a contract that legally incorporates someone into your family, without the religious and sexual undertones of marriage. Marriage IS NOT a religious thing, its a legal thing; ifs its religious then government needs to stop recognizing marriage and view it as a private religious practice.",p-right_denied,One of my oldest friends is gay; if he one day wants the legal rights granted by marriage; he should be able to have them even if the other consenting adult in the contract is male.,gr120arg0
