id,text,label,line,uid
ma103,"Isn't that funny...I don't think your question had anything to do with HEMP being useful. I used to be a weed smoker in the 60's, 70's and 80's along with other things offered along the way. I never really drank so pot was a miracle to me. I've thought about it for many years and today we know a great deal about what we inhale or ingest than we did back then.  After all that wonderful thinking I came to the conclusion that weed should not be legalized because of the abuse factor and not for any other reason. If I was still out there partying like I did years ago, I'd probably enjoy a few tokes for a nice buzz and although marijuana itself does NOT lead to other drugs, in the wrong hands a person with an addictive mindset/personality WILL go past the joint or two over the week-end. Pot laced with what have you will send you reeling and there is plenty of stuff out there to lace it with. For the safety of all, I would say no, don't legalize it with the exception of those who are terminally ill and have been prescribed it to calm them and take away some of the pain.",c-addiction,I came to the conclusion that weed should not be legalized because of the abuse factor,ma103arg2
ma104,OK for 1) We would not abuse the privilge.....watabout us tht useit for medical purposes?....Cancer or enfisema or eating disorders or cant sleep,p-medicine,watabout us tht useit for medical purposes?....Cancer or enfisema or eating disorders or cant sleep,ma104arg0
ma105,"No, I've had first hand experience of what it's like to be around people smoking marijuana. It's a bad pungent odor that can be smelled several yards away. I mean when you can smell someone smoking marijuana from down the street, it's a social issue. In time even the smell gives me a bad headache. Maybe it's in my head, but none of you have the right to put me through that just so that you can say you can get baked legally.  At least cigars and cigarettes odors dissipate fairly quickly, and their odor, while somewhat bad, are not sharp bad pungent odors that carry down the street and waft through people's windows.  Geez, I can't even have my window open sometimes on a warm summer night or a decent time in my backyard on a Friday night because of my next door neighbor who doesn't seem to care that the odor is very strong across the fence in my yard.  It's ridiculous really. Not to mention, with all the problems we have with the mind-altering substance called alcohol, we'd be opening a whole new host of problems if marijuana were legalized, not to mention the public health concern. I know, I know, Marijuana only alters the mind and it has no harmful fumes, yeah, well, wait until it goes public and it's everywhere, I think we'll find, as we do with almost everything, it's not what we assumed it would be. We may even find it's not as safe as we thought. And imagine someone who happens to be very allergic to the stuff, you can smell that stuff from several yards away, and in some cases as far as football field or more if the wind is just right.   I have no issues with it being legalized for people to do on their own, away from the public, but that's not what will happen is it. No, what will happen is people will test their boundaries, insist that it can be smoked anywhere regardless of who is affected by it, and that will go on for a while until it's finally brought to court, and years later legislation is finally made that says it can't be smoked in public places or where it causes other discomfort. Then people will fight that saying that there are not harmful side-effects, if in fact we don't discover any, which we won't at first, and they will attempt to smoke it in places where others are affected by it anyway.   And then we've proven how responsible we are with legal mind-altering substances by how we use alcohol. Some of us are while many others of us are not, and really, to legalize marijuana would mean a whole new era of legislation to control everyone that would not regard others in their use of the substance. At least now, they have to regard others or risk having the police called on them.",c-health,"imagine someone who happens to be very allergic to the stuff, you can smell that stuff from several yards away, and in some cases as far as football field or more if the wind is just right.",ma105arg0
ma106,"caffeine over dose... (From stress, ulcers, and triggering irregular heartbeats, etc) - 1,000 to 10,000 deaths per year",p-not_addictive,"caffeine over dose... (From stress, ulcers, and triggering irregular heartbeats, etc) - 1,000 to 10,000 deaths per year",ma106arg0
ma107,"Marijuana fuels an apathy that is anything but what the US needs right now. Legalizing it would just put lots of new addicts on the streets, smoking up and dropping out of school. It starts people down the path to harder drug use. Billions of dollars go towards terrorist organizations through the marijuana trade, and they would get even more as people went experimenting from pot to cocaine and heroin.",c-Other,"Billions of dollars go towards terrorist organizations through the marijuana trade, and they would get even more as people went experimenting from pot to cocaine and heroin.",ma107arg0
ma107,"Marijuana fuels an apathy that is anything but what the US needs right now. Legalizing it would just put lots of new addicts on the streets, smoking up and dropping out of school. It starts people down the path to harder drug use. Billions of dollars go towards terrorist organizations through the marijuana trade, and they would get even more as people went experimenting from pot to cocaine and heroin.",c-illegal,"Legalizing it would just put lots of new addicts on the streets, smoking up and dropping out of school.",ma107arg1
ma107,"Marijuana fuels an apathy that is anything but what the US needs right now. Legalizing it would just put lots of new addicts on the streets, smoking up and dropping out of school. It starts people down the path to harder drug use. Billions of dollars go towards terrorist organizations through the marijuana trade, and they would get even more as people went experimenting from pot to cocaine and heroin.",c-addiction,It starts people down the path to harder drug use.,ma107arg2
ma108,"""If you want to smoke weed, don't make the argument for decriminalization.""  -WHAT? WHY? Any step towards legal weed is a good one.  Both decriminalization and legalization both have many numbers that show it's beneficial effects on society. Oh, and if you didn't notice, legalization DOES decriminalize it. They are not mutually exclusive.  And yes, many people want to get high on cannabis. That's why we're here. If you can come up with a good reason why that should be illegal, I'm all ears. So far, I haven't heard anything. People using drugs is not bad, we do it all the time (caffeine, Tylenol, Vicoden). People using dangerous drugs is bad. If you can prove that pot is dangerous to society, I'm all ears. No one has been able to do so. Ever.",p-right,"And yes, many people want to get high on cannabis.",ma108arg0
ma108,"""If you want to smoke weed, don't make the argument for decriminalization.""  -WHAT? WHY? Any step towards legal weed is a good one.  Both decriminalization and legalization both have many numbers that show it's beneficial effects on society. Oh, and if you didn't notice, legalization DOES decriminalize it. They are not mutually exclusive.  And yes, many people want to get high on cannabis. That's why we're here. If you can come up with a good reason why that should be illegal, I'm all ears. So far, I haven't heard anything. People using drugs is not bad, we do it all the time (caffeine, Tylenol, Vicoden). People using dangerous drugs is bad. If you can prove that pot is dangerous to society, I'm all ears. No one has been able to do so. Ever.",p-not_addictive,"If you can prove that pot is dangerous to society, I'm all ears. No one has been able to do so.",ma108arg1
ma108,"""If you want to smoke weed, don't make the argument for decriminalization.""  -WHAT? WHY? Any step towards legal weed is a good one.  Both decriminalization and legalization both have many numbers that show it's beneficial effects on society. Oh, and if you didn't notice, legalization DOES decriminalize it. They are not mutually exclusive.  And yes, many people want to get high on cannabis. That's why we're here. If you can come up with a good reason why that should be illegal, I'm all ears. So far, I haven't heard anything. People using drugs is not bad, we do it all the time (caffeine, Tylenol, Vicoden). People using dangerous drugs is bad. If you can prove that pot is dangerous to society, I'm all ears. No one has been able to do so. Ever.",p-legal,Both decriminalization and legalization both have many numbers that show it's beneficial effects on society,ma108arg2
ma109,"The drug use in Amsterdam is lower than it is here. Given your argument, how do you explain this?  References:  http://drugwarfacts.org/cms/?q=node/67",p-legal,The drug use in Amsterdam is lower than it is here.,ma109arg0
ma11,"The moment marijuana can get sold over the counter in stores at a cheaper price that your local drug dealer can supply it, it removes the ""gateway"" part of it. Users are lining up at the supermarket rather than lining up at the drug dealer's house.  The exposure to the dealer is the part that makes it a gateway. Because that dealer has a vested interest in getting you to use something much more highly addictive. That dealer gets more out of you if you're going to him every other day rather than once every few weeks.",p-legal,"The moment marijuana can get sold over the counter in stores at a cheaper price that your local drug dealer can supply it, it removes the ""gateway"" part of it. Users are lining up at the supermarket rather than lining up at the drug dealer's house.",ma11arg0
ma110,"Yes, yes, yes, yes.  I think we could save so much time and money just by treating Marijuana like a mixture of Cigarettes and Alcohol.  You don't smoke in public places.  You don't drive while under the influence.  And we can tax it. I'd bet it would still be cheaper than today. It wouldn't be such a risk to transport and sell, and more people would be doing it.",p-not_addictive,I think we could save so much time and money just by treating Marijuana like a mixture of Cigarettes and Alcohol.,ma110arg0
ma110,"Yes, yes, yes, yes.  I think we could save so much time and money just by treating Marijuana like a mixture of Cigarettes and Alcohol.  You don't smoke in public places.  You don't drive while under the influence.  And we can tax it. I'd bet it would still be cheaper than today. It wouldn't be such a risk to transport and sell, and more people would be doing it.",p-legal,And we can tax it.,ma110arg1
ma111,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",p-right,"The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago.",ma111arg0
ma111,"Marijuana is, relatively speaking, an extremely safe drug which also offers numerable benefits, including to those who are suffering from the effects of cancer treatment. The war on drugs has failed to substantially sway people from using the drug, which is now far cheaper than it was thirty-five years ago. Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.  My primary problem with the legalization idea is that, as soon as the government gets their hands on such a bountiful supply of income, they shall go  tax-happy  and skyrocket the price.",p-medicine,"Furthermore, what one person wishes to ingest is the business of that one person, and nobody else.",ma111arg1
ma114,"It's always easier to medicate yourself to increase  preferred  performance... What does that mean about your natural state though, your worth as a human without it? There are ways, maybe too primitive for this generation of ""successful actors"" and counters to accept, but it's far more effective in the long run and you have a better understanding shit while you're doing it and afterwords too... it's called ""discipline"". A trick that seems to be all but forgotten, today... I wonder if it's because anyone can just go grab some form of ""medication"" to make themselves appreciate their own work and the world around them.   --------------------------------------- --------------------------------------- -----------    Honestly, I find it both morally and ethically corrupt to even desire a substance for pleasure, let alone demand it come easier. The ultimate weakness and surest sign of gluttony, bitching about your unnecessary substances.   ""I know many, many, many other people that fit this criteria as well.""   So what? Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.   I'm one of those people that know the meaning and worth of discipline. There's something sacred about reality and the way that the earth is when it's ""dull"" and quiet that no one seems to get... everything needs to be brilliantly colorful, exciting, relaxing, whatever, some form of artificial stimulation needs to be administered to get any good experience out of anything. It can't just be left alone and truly appreciated the way it is.   I don't have a problem with the drug, I have a problem with people. I don't have a problem with people, but that they still act like animals. I feel like I'm the only real human left, like the only person I'm fighting for is myself, to show myself that I'm not a monster like the rest of you. That I'm actually worth the effort put forth by my bloodline a million fold because I am different. I won't lay down because it feels good, I won't lay down because ""I need a break"" in my finite life of only 23 years, I won't lay down because I deserve it!   Laying down is for the weak. That's what you fools are doing. You just want you weed because the alcohol, cigarettes, caffein, television, shopping malls aren't good enough. You just want your plant.   Now, I bit good riddance to you and your damned marijuana, I have work to do.",c-Other,"Many, many, many other people strive to define humanity as something other than a waste of billions of years of evolution and suffering for burnt plant fumes that create a careless and happy go lucky floaty feeling.",ma114arg0
ma115,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",p-Other,Marijuana is a natural herb,ma115arg0
ma115,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",p-medicine,"it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control",ma115arg1
ma115,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",p-no_damage,"i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that",ma115arg2
ma115,"I believe marijuana should be legal for many reasons. First of all it is proven that it helps with different things medically such as when going through chemo it gives you appetite, it helps with pain control etc. Also i feel personally that alcohol is more dangerous then marijuana. I have seen many people killed from drunk drivers and it is a shame that so many people drive drunk. But, i have never heard of anyone dying from smoking too much weed, killing someone from an accident because they smoked weed, or anything like that.. Marijuana is a natural herb and it is legal in many other places and could possible make some money for the country if legalized!",p-legal,could possible make some money for the country if legalized!,ma115arg3
ma116,"The number of deaths due to marijuana is not low, it is 0. I don't care how impossible you think it is, try and find one death due to marijuana. If it was as dangerous as you seem to think it is surely it should be easy to find one.   ""And pot is addicting. I know people, on a personal level, who are addicted to marijuana. You cannot deny that. ""   Unless you are a doctor you are not qualified to diagnose an addiction in someone. And are you really going to try to use anecdotal evidence to combat scientific claims that it is not physically addictive. Just because someone does something a lot does mean it is addictive, that is a common misconception.  No you didn't come up with a negative factor of marijuana that it does not share with tobacco or alcohol, you came up one they share but said it is worse with marijuana, which it isn't anyway. Come up with something unique to marijuana, do you know what that word means?  It has never been proven that cigarette smoke causes cancer? You are joking right?  You think that inhalation of marijuana smoke can lead to cerebral hypoxia? Unless you inhale almost pure smoke continuous for a few minutes that can't happen. Smoking marijuana does not cause brain damage. Guess what does though. Alcohol which you think should be legal.   How do you think doing a few bong hits leads to complete brain oxygen depletion for any amount of time whatsoever let alone an hour?  The website you are citing is exclusively referring to tobacco smoke. So all you are doing by citing it is furthering your hypocrisy.",p-not_addictive,Guess what does though. Alcohol which you think should be legal.,ma116arg0
ma116,"The number of deaths due to marijuana is not low, it is 0. I don't care how impossible you think it is, try and find one death due to marijuana. If it was as dangerous as you seem to think it is surely it should be easy to find one.   ""And pot is addicting. I know people, on a personal level, who are addicted to marijuana. You cannot deny that. ""   Unless you are a doctor you are not qualified to diagnose an addiction in someone. And are you really going to try to use anecdotal evidence to combat scientific claims that it is not physically addictive. Just because someone does something a lot does mean it is addictive, that is a common misconception.  No you didn't come up with a negative factor of marijuana that it does not share with tobacco or alcohol, you came up one they share but said it is worse with marijuana, which it isn't anyway. Come up with something unique to marijuana, do you know what that word means?  It has never been proven that cigarette smoke causes cancer? You are joking right?  You think that inhalation of marijuana smoke can lead to cerebral hypoxia? Unless you inhale almost pure smoke continuous for a few minutes that can't happen. Smoking marijuana does not cause brain damage. Guess what does though. Alcohol which you think should be legal.   How do you think doing a few bong hits leads to complete brain oxygen depletion for any amount of time whatsoever let alone an hour?  The website you are citing is exclusively referring to tobacco smoke. So all you are doing by citing it is furthering your hypocrisy.",p-no_damage,You think that inhalation of marijuana smoke can lead to cerebral hypoxia? Unless you inhale almost pure smoke continuous for a few minutes that can't happen,ma116arg1
ma117,"That's why I said ""... underaged drinkers ..."" I know for a fact that most of my friends, myself included, would surely go out and buy liquor if we could. But we can't, so we can't exactly drink, now can we? That would require an irresponsible adult. :)  I highly doubt marijuana would spark a billion dollar industry. There would still be a lot of private growers to circumvent the taxes on it and to make it cheaper. I'd say the same for cigarettes, but tobacco is not the only thing in there. It's a precise mixture of dozens of substances and chemicals, so people can't exactly manufacture that on their own.",c-Other,I highly doubt marijuana would spark a billion dollar industry. There would still be a lot of private growers to circumvent the taxes on it and to make it cheaper.,ma117arg0
ma118,"http://www.latimes.com/news/local/ la-me-pottax24-2009feb24,0,7534269.story                                           ""By some estimates, California's pot crop is a $14-billion industry, putting it above vegetables ($5.7 billion) and grapes ($2.6 billion). If so, that could mean upward of $1 billion in tax revenue for the state each year.""  So you can doubt all you want but it has already happened and I want this industry taxed...",p-legal,"""By some estimates, California's pot crop is a $14-billion industry, putting it above vegetables ($5.7 billion) and grapes ($2.6 billion). If so, that could mean upward of $1 billion in tax revenue for the state each year.""",ma118arg0
ma119,"I have a problem with all drug users and anyone with a brain should have a prejudice against them. They kill braincells and wither the body.  And no, nothing happened to me. I'm just not retarded.  A drug is a drug, plain and simple. Don't use them.",c-mind,They kill braincells and wither the body.,ma119arg0
ma12,"I don't think legalizing pot would be an end to the war and damn the day I see the war on drugs end. Drug abuse kills people all the time, screws them up, messes with their faces, gets people killed, infests the country with greed. Why the hell should we let that run rampant?  I have my dictator's hat on tonight. :D!",c-Other,I don't think legalizing pot would be an end to the war and damn the day I see the war on drugs end.,ma12arg0
ma12,"I don't think legalizing pot would be an end to the war and damn the day I see the war on drugs end. Drug abuse kills people all the time, screws them up, messes with their faces, gets people killed, infests the country with greed. Why the hell should we let that run rampant?  I have my dictator's hat on tonight. :D!",c-health,"Drug abuse kills people all the time, screws them up, messes with their faces, gets people killed, infests the country with greed.",ma12arg1
ma120,"Why are there no arguments, unless this a trap? Oh well, the war on drugs is a stupid thing, its basically prohibition again, and that didn't turn out well. There are some bad drugs out there but drugs are a tool. Non-ordinary conciousness is still conciousness, albeit not clarity in most cases. But it is still the experience to learn from, I'm not saying go do meth and have an experience, no, soft drugs and hard drugs are two different things. Entheogens are great for spiritual experience, but they are like a stepping stone, and should be replaced by meditation, because meditation is the ultimate drug. (psychedelicmeditation.com) The link is worth checking out and if you dont trust the link you can google it.    Edit  oh now i see the arguments",p-right,"Oh well, the war on drugs is a stupid thing, its basically prohibition again, and that didn't turn out well.",ma120arg0
ma121,"There is no valid comparison to be drawn between cocaine and marijuana. Marijuana is not addictive, it doesn't cause cancer, you cannot overdose on it, and it doesn't make you any more likely to commit other crimes.   The only way it could be dangerous is if you drive under it's influence. Which is no different than most any prescription drug.  I've not seen a single convincing argument for why Marijuana should be illegal.",p-not_addictive,"There is no valid comparison to be drawn between cocaine and marijuana. Marijuana is not addictive, it doesn't cause cancer, you cannot overdose on it, and it doesn't make you any more likely to commit other crimes.",ma121arg0
ma121,"There is no valid comparison to be drawn between cocaine and marijuana. Marijuana is not addictive, it doesn't cause cancer, you cannot overdose on it, and it doesn't make you any more likely to commit other crimes.   The only way it could be dangerous is if you drive under it's influence. Which is no different than most any prescription drug.  I've not seen a single convincing argument for why Marijuana should be illegal.",p-medicine,Which is no different than most any prescription drug.,ma121arg1
ma122,"Making it illegal turns everyday citizens into criminals. The winner in the war on drugs is alcohol. For a drug that is in some ways not as bad as alcohol, some ways worse, but overall about on the same level, I think that it should be legalised. As mentioned by others, making it legal would be quite easy as you can apply the same laws as alcohol. Drug testing for drivers is now just as easy as alcohol testing so why not?",p-right,Making it illegal turns everyday citizens into criminals,ma122arg0
ma122,"Making it illegal turns everyday citizens into criminals. The winner in the war on drugs is alcohol. For a drug that is in some ways not as bad as alcohol, some ways worse, but overall about on the same level, I think that it should be legalised. As mentioned by others, making it legal would be quite easy as you can apply the same laws as alcohol. Drug testing for drivers is now just as easy as alcohol testing so why not?",p-not_addictive,"For a drug that is in some ways not as bad as alcohol, some ways worse, but overall about on the same level, I think that it should be legalised.",ma122arg1
ma122,"Making it illegal turns everyday citizens into criminals. The winner in the war on drugs is alcohol. For a drug that is in some ways not as bad as alcohol, some ways worse, but overall about on the same level, I think that it should be legalised. As mentioned by others, making it legal would be quite easy as you can apply the same laws as alcohol. Drug testing for drivers is now just as easy as alcohol testing so why not?",p-legal,"As mentioned by others, making it legal would be quite easy as you can apply the same laws as alcohol. Drug testing for drivers is now just as easy as alcohol testing so why not?",ma122arg2
ma123,"We should stop trying to stop the pot heads.  I hate drugs too because they are unhealthy & deadly but I don't think the government should be arresting people for doing them.  I think drugs including tobacco & alcohol should be banned from public stores.  It shouldn't be illegal. If it is illegal where you arrest anybody who does pot then that just causes more problems.  So here is the answer: legalize pot & other illegal drugs but ban them, tobacco & alcohol from public stores.",p-right,I hate drugs too because they are unhealthy & deadly but I don't think the government should be arresting people for doing them.,ma123arg0
ma124,"For twenty-five years, researchers have searched for a marijuana-induced amotivational syndrome and have failed to find it. People who are intoxicated constantly, regardless of the drug, are unlikely to be productive members of society. There is nothing about marijuana specifically that causes people to lose their drive and ambition. In laboratory studies, subjects given high doses of marijuana for several days or even several weeks exhibit no decrease in work motivation or productivity. Among working adults, marijuana users tend to earn higher wages than non-users. College students who use marijuana have the same grades as nonusers. Among high school students, heavy use is associated with school failure, but school failure usually comes first.",p-not_addictive,There is nothing about marijuana specifically that causes people to lose their drive and ambition.,ma124arg0
ma124,"For twenty-five years, researchers have searched for a marijuana-induced amotivational syndrome and have failed to find it. People who are intoxicated constantly, regardless of the drug, are unlikely to be productive members of society. There is nothing about marijuana specifically that causes people to lose their drive and ambition. In laboratory studies, subjects given high doses of marijuana for several days or even several weeks exhibit no decrease in work motivation or productivity. Among working adults, marijuana users tend to earn higher wages than non-users. College students who use marijuana have the same grades as nonusers. Among high school students, heavy use is associated with school failure, but school failure usually comes first.",p-no_damage,"For twenty-five years, researchers have searched for a marijuana-induced amotivational syndrome and have failed to find it.",ma124arg1
ma125,"1. It's no longer the 70's. We know plenty about pot. It's not bad for us.   2. Getting any substance off the street is dangerous. If it were legal, then safe marijuana could be easily attained. The laws keep marijuana use dangerous, marijuana use doesn't make marijuana use dangerous, however.  3. It is harmless in moderation. No study or research ever done has suggested anything otherwise. Please prove me wrong with references.",p-not_addictive,It is harmless in moderation. No study or research ever done has suggested anything otherwise.,ma125arg0
ma125,"1. It's no longer the 70's. We know plenty about pot. It's not bad for us.   2. Getting any substance off the street is dangerous. If it were legal, then safe marijuana could be easily attained. The laws keep marijuana use dangerous, marijuana use doesn't make marijuana use dangerous, however.  3. It is harmless in moderation. No study or research ever done has suggested anything otherwise. Please prove me wrong with references.",p-legal,We know plenty about pot. It's not bad for us,ma125arg1
ma126,honestly i wish they would. they r putting pot heads in jail and not saving any room for the people that actually deserve it. i dont smoke pot but i no people that do ;),p-Other,they r putting pot heads in jail and not saving any room for the people that actually deserve it,ma126arg0
ma127,Absolutely not. It is a drug not a pain killer. And if you say yes tell me one good reason WHY!!!,c-health,It is a drug not a pain killer.,ma127arg0
ma128,"Then by your logic, alcohol and tobacco should also be illegal, right?  Because right now in the U.S., those two substances ARE legal to purchase in ANY AMOUNT, from almost any place.  So the question is, since marijuana IS less harmfull to the mind and body than both alcohol and tobacco, WHY are those who use it recreationally, denied to make that choice?",p-not_addictive,"since marijuana IS less harmfull to the mind and body than both alcohol and tobacco, WHY are those who use it recreationally, denied to make that choice?",ma128arg0
