id,comment_text,argument_text,label
414721644arg1,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",Separation of state and religion,5
414721644arg2,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",Removing under god would promote religious tolerance,5
414721644arg3,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",Under God  is part of American tradition and history,1
414721644arg4,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",Likely to be seen as a state sanctioned condemnation of religion,3
414721644arg5,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",Implies ultimate power on the part of the state,3
414721644arg6,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721645arg1,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,Separation of state and religion,5
414721645arg2,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,Removing under god would promote religious tolerance,4
414721645arg3,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,Under God  is part of American tradition and history,3
414721645arg4,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,Likely to be seen as a state sanctioned condemnation of religion,3
414721645arg5,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,Implies ultimate power on the part of the state,3
414721645arg6,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721646arg1,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",Separation of state and religion,3
414721646arg2,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",Removing under god would promote religious tolerance,4
414721646arg3,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",Under God  is part of American tradition and history,3
414721646arg4,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",Likely to be seen as a state sanctioned condemnation of religion,3
414721646arg5,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",Implies ultimate power on the part of the state,3
414721646arg6,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721647arg1,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",Separation of state and religion,5
414721647arg2,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",Removing under god would promote religious tolerance,4
414721647arg3,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",Under God  is part of American tradition and history,3
414721647arg4,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",Likely to be seen as a state sanctioned condemnation of religion,3
414721647arg5,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",Implies ultimate power on the part of the state,3
414721647arg6,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721648arg1,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",Separation of state and religion,3
414721648arg2,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",Removing under god would promote religious tolerance,3
414721648arg3,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",Under God  is part of American tradition and history,3
414721648arg4,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",Likely to be seen as a state sanctioned condemnation of religion,3
414721648arg5,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",Implies ultimate power on the part of the state,3
414721648arg6,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721649arg1,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Separation of state and religion,4
414721649arg2,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Removing under god would promote religious tolerance,5
414721649arg3,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Under God  is part of American tradition and history,3
414721649arg4,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Likely to be seen as a state sanctioned condemnation of religion,3
414721649arg5,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Implies ultimate power on the part of the state,3
414721649arg6,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721650arg1,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",Separation of state and religion,5
414721650arg2,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",Removing under god would promote religious tolerance,3
414721650arg3,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",Under God  is part of American tradition and history,3
414721650arg4,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",Likely to be seen as a state sanctioned condemnation of religion,3
414721650arg5,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",Implies ultimate power on the part of the state,3
414721650arg6,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721651arg1,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,Separation of state and religion,4
414721651arg2,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,Removing under god would promote religious tolerance,4
414721651arg3,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,Under God  is part of American tradition and history,3
414721651arg4,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,Likely to be seen as a state sanctioned condemnation of religion,3
414721651arg5,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,Implies ultimate power on the part of the state,3
414721651arg6,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721652arg1,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",Separation of state and religion,3
414721652arg2,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",Removing under god would promote religious tolerance,4
414721652arg3,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",Under God  is part of American tradition and history,2
414721652arg4,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",Likely to be seen as a state sanctioned condemnation of religion,3
414721652arg5,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",Implies ultimate power on the part of the state,3
414721652arg6,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721653arg1,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",Separation of state and religion,5
414721653arg2,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",Removing under god would promote religious tolerance,4
414721653arg3,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",Under God  is part of American tradition and history,3
414721653arg4,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",Likely to be seen as a state sanctioned condemnation of religion,3
414721653arg5,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",Implies ultimate power on the part of the state,3
414721653arg6,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721654arg1,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",Separation of state and religion,5
414721654arg2,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",Removing under god would promote religious tolerance,3
414721654arg3,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",Under God  is part of American tradition and history,1
414721654arg4,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",Likely to be seen as a state sanctioned condemnation of religion,3
414721654arg5,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",Implies ultimate power on the part of the state,3
414721654arg6,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721655arg1,It is disgusting that people argue for this. You are wrong when you say our country was based on Christianity and the ten commandments. You are wrong when you say the founding fathers wanted it to be this way. When you argue that Under God should stay in the pledge you are arguing in defense of religious indoctrination and theocratic values.,Separation of state and religion,3
414721655arg2,It is disgusting that people argue for this. You are wrong when you say our country was based on Christianity and the ten commandments. You are wrong when you say the founding fathers wanted it to be this way. When you argue that Under God should stay in the pledge you are arguing in defense of religious indoctrination and theocratic values.,Removing under god would promote religious tolerance,3
414721655arg3,It is disgusting that people argue for this. You are wrong when you say our country was based on Christianity and the ten commandments. You are wrong when you say the founding fathers wanted it to be this way. When you argue that Under God should stay in the pledge you are arguing in defense of religious indoctrination and theocratic values.,Under God  is part of American tradition and history,1
414721655arg4,It is disgusting that people argue for this. You are wrong when you say our country was based on Christianity and the ten commandments. You are wrong when you say the founding fathers wanted it to be this way. When you argue that Under God should stay in the pledge you are arguing in defense of religious indoctrination and theocratic values.,Likely to be seen as a state sanctioned condemnation of religion,3
414721655arg5,It is disgusting that people argue for this. You are wrong when you say our country was based on Christianity and the ten commandments. You are wrong when you say the founding fathers wanted it to be this way. When you argue that Under God should stay in the pledge you are arguing in defense of religious indoctrination and theocratic values.,Implies ultimate power on the part of the state,3
414721655arg6,It is disgusting that people argue for this. You are wrong when you say our country was based on Christianity and the ten commandments. You are wrong when you say the founding fathers wanted it to be this way. When you argue that Under God should stay in the pledge you are arguing in defense of religious indoctrination and theocratic values.,America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721656arg1,"Freedom of religion also includes those who do not believe in anything, including a god. God has no place in any government funded organization.  I do not care where we came from, or where I go when I die. I am only good for the sake of being good. By leaving under god in the pledge our children are hearing a phrase which is not true in any form. No one is under god since there is no proof one exist. It is a pointless addition to the pledge, which is otherwise a statement our children are taught at a very early age. I refused to say the pledge completely because of the under god phrase, and I was left alone because no one wanted to battle with my Atheist father.",Separation of state and religion,5
414721656arg2,"Freedom of religion also includes those who do not believe in anything, including a god. God has no place in any government funded organization.  I do not care where we came from, or where I go when I die. I am only good for the sake of being good. By leaving under god in the pledge our children are hearing a phrase which is not true in any form. No one is under god since there is no proof one exist. It is a pointless addition to the pledge, which is otherwise a statement our children are taught at a very early age. I refused to say the pledge completely because of the under god phrase, and I was left alone because no one wanted to battle with my Atheist father.",Removing under god would promote religious tolerance,3
414721656arg3,"Freedom of religion also includes those who do not believe in anything, including a god. God has no place in any government funded organization.  I do not care where we came from, or where I go when I die. I am only good for the sake of being good. By leaving under god in the pledge our children are hearing a phrase which is not true in any form. No one is under god since there is no proof one exist. It is a pointless addition to the pledge, which is otherwise a statement our children are taught at a very early age. I refused to say the pledge completely because of the under god phrase, and I was left alone because no one wanted to battle with my Atheist father.",Under God  is part of American tradition and history,3
414721656arg4,"Freedom of religion also includes those who do not believe in anything, including a god. God has no place in any government funded organization.  I do not care where we came from, or where I go when I die. I am only good for the sake of being good. By leaving under god in the pledge our children are hearing a phrase which is not true in any form. No one is under god since there is no proof one exist. It is a pointless addition to the pledge, which is otherwise a statement our children are taught at a very early age. I refused to say the pledge completely because of the under god phrase, and I was left alone because no one wanted to battle with my Atheist father.",Likely to be seen as a state sanctioned condemnation of religion,3
414721656arg5,"Freedom of religion also includes those who do not believe in anything, including a god. God has no place in any government funded organization.  I do not care where we came from, or where I go when I die. I am only good for the sake of being good. By leaving under god in the pledge our children are hearing a phrase which is not true in any form. No one is under god since there is no proof one exist. It is a pointless addition to the pledge, which is otherwise a statement our children are taught at a very early age. I refused to say the pledge completely because of the under god phrase, and I was left alone because no one wanted to battle with my Atheist father.",Implies ultimate power on the part of the state,3
414721656arg6,"Freedom of religion also includes those who do not believe in anything, including a god. God has no place in any government funded organization.  I do not care where we came from, or where I go when I die. I am only good for the sake of being good. By leaving under god in the pledge our children are hearing a phrase which is not true in any form. No one is under god since there is no proof one exist. It is a pointless addition to the pledge, which is otherwise a statement our children are taught at a very early age. I refused to say the pledge completely because of the under god phrase, and I was left alone because no one wanted to battle with my Atheist father.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721657arg1,"I grew up with a Pledge that did not include under God in it. I was always happy to say that Pledge, which had great meaning for me.  However, somewhere along the way, under God was added and I then became embarrassed to say the Pledge because I thought that under God did not belong there. We are a country with the separation of church and state (thank God, because I believe in God) and for me, having under God in the Pledge belies that fact. If I am now ever in a situation that includes reciting the Pledge, I will of course do so but without saying those two words. The Pledge should belong to all of us and with the words under God in it, I do not think it does. Respectfully submitted.",Separation of state and religion,5
414721657arg2,"I grew up with a Pledge that did not include under God in it. I was always happy to say that Pledge, which had great meaning for me.  However, somewhere along the way, under God was added and I then became embarrassed to say the Pledge because I thought that under God did not belong there. We are a country with the separation of church and state (thank God, because I believe in God) and for me, having under God in the Pledge belies that fact. If I am now ever in a situation that includes reciting the Pledge, I will of course do so but without saying those two words. The Pledge should belong to all of us and with the words under God in it, I do not think it does. Respectfully submitted.",Removing under god would promote religious tolerance,3
414721657arg3,"I grew up with a Pledge that did not include under God in it. I was always happy to say that Pledge, which had great meaning for me.  However, somewhere along the way, under God was added and I then became embarrassed to say the Pledge because I thought that under God did not belong there. We are a country with the separation of church and state (thank God, because I believe in God) and for me, having under God in the Pledge belies that fact. If I am now ever in a situation that includes reciting the Pledge, I will of course do so but without saying those two words. The Pledge should belong to all of us and with the words under God in it, I do not think it does. Respectfully submitted.",Under God  is part of American tradition and history,1
