id,text,label,line,uid
oba104,"* Provided affordable, high-quality child care to working families:   http://www.politifact.com/truth-o-meter/                                        promises/promise/244/ provide-affordable-high-quality-child- care",p-economy,"Provided affordable, high-quality child care to working families",oba104arg0
oba105,yes obama will win because he is one of the best presidents weve ever had,p-quality,yes obama will win because he is one of the best presidents weve ever had,oba105arg0
oba106,"Luckly, I am not Republican because they are just as dumb. Democrats have increased deficit spending by 2 trillion dollars over 2 years.",c-economy,Democrats have increased deficit spending by 2 trillion dollars over 2 years.,oba106arg0
oba107,"He is actually trying, the only flaw is that we the people tend to expect a lot out of our leaders, as many did when Obama was elected. The only reason why people even see him as a bad president is because they expect him to do so much that he is actually trying to fulfill in his presidency, since most of us thought we got a superhero who would automatically make things better. However, he is human, and we should let him do what he needs to do to help our country. For Bill Clinton, a great president, also faced this same dilemma so chances are we could have another Bill in store for our country!",p-quality,"He is actually trying, the only flaw is that we the people tend to expect a lot out of our leaders, as many did when Obama was elected.",oba107arg0
oba108,We should give him another opportunity. I saw that he tried to work his best. No reason we don't give him another opportunity ... I think that.,p-Other,I saw that he tried to work his best.,oba108arg0
oba109,"Obama more indecisive. He said that he had a plan for Afghanistan in June 2009 then in Sept 2009 he says that the next 12 months in Afghanistan are critical so he waits 3 more months to announce to the nation what his plan is going to be. So he just took 3 months out of him saying that Afghanistan the next 12 months is critical, what kind of leader is that?  Where is the leadership? I have serious voters remorse.",c-War,"Obama more indecisive. He said that he had a plan for Afghanistan in June 2009 then in Sept 2009 he says that the next 12 months in Afghanistan are critical so he waits 3 more months to announce to the nation what his plan is going to be. So he just took 3 months out of him saying that Afghanistan the next 12 months is critical, what kind of leader is that?",oba109arg0
oba11,"Was has he done that is beneficial? His ""Jobs Plan"" covers about four months of our countries debt. -_- he sucks",c-economy,"His ""Jobs Plan"" covers about four months of our countries debt. -_- he sucks",oba11arg0
oba110,"* Increased funding for national parks and forests in 2010, and plans to do it again for FY 2011:   http://www.defenders.org/newsroom/ press_releases_folder/2010/ 02_01_2010_obamas_budget_includes_key_ funding_for_land_and_water.php",p-decision_policies,"Increased funding for national parks and forests in 2010, and plans to do it again for FY 2011",oba110arg0
oba111,Obama is not a good president. I would ask anyone who supports him to name something that he has done that will do anything to help the United States. Our country is in worse shape that when he was elected and the fact that he is backing down on virtually all of his promises and policies should tell you something isn't working. We don't need progress. We need principles.,c-republicans,Our country is in worse shape that when he was elected and the fact that he is backing down on virtually all of his promises and policies should tell you something isn't working.,oba111arg0
oba111,Obama is not a good president. I would ask anyone who supports him to name something that he has done that will do anything to help the United States. Our country is in worse shape that when he was elected and the fact that he is backing down on virtually all of his promises and policies should tell you something isn't working. We don't need progress. We need principles.,c-quality,Obama is not a good president.,oba111arg1
oba112,"Let's see,  Saved the auto industry,  Got Osama in 2.5 years after the last republican couldn't in nearly 7,  Jobs and GDP have increased consistently every month he's been president, while they both had decreased every single month just about for nearly 7 years before he was elected.  Plus a president finally brave enough to fix our ridiculous health care system.  Besides, Republicans are too puritan and uneducated at their base to elect anyone who has even a passive chance of beating Obama this time around. You're going end up with a nominee who thinks Adam and Eve ran around with dinosaurs, thinks global warming is a hoax, and won't be able to answer a single substance question unless it's on Fox and they are given the script beforehand.  Republicans really don't have a chance this time, and after the silliness in Wisconsin Dems have a really good chance of taking back the House as well.  It is fun watching your ""nominees"" jump in and out of the race. Jeez I hope Palin runs, that would be hilarious.",p-War,Got Osama in 2.5 years after the last republican couldn't in nearly 7,oba112arg0
oba112,"Let's see,  Saved the auto industry,  Got Osama in 2.5 years after the last republican couldn't in nearly 7,  Jobs and GDP have increased consistently every month he's been president, while they both had decreased every single month just about for nearly 7 years before he was elected.  Plus a president finally brave enough to fix our ridiculous health care system.  Besides, Republicans are too puritan and uneducated at their base to elect anyone who has even a passive chance of beating Obama this time around. You're going end up with a nominee who thinks Adam and Eve ran around with dinosaurs, thinks global warming is a hoax, and won't be able to answer a single substance question unless it's on Fox and they are given the script beforehand.  Republicans really don't have a chance this time, and after the silliness in Wisconsin Dems have a really good chance of taking back the House as well.  It is fun watching your ""nominees"" jump in and out of the race. Jeez I hope Palin runs, that would be hilarious.",p-economy,"Jobs and GDP have increased consistently every month he's been president, while they both had decreased every single month just about for nearly 7 years before he was elected.",oba112arg1
oba112,"Let's see,  Saved the auto industry,  Got Osama in 2.5 years after the last republican couldn't in nearly 7,  Jobs and GDP have increased consistently every month he's been president, while they both had decreased every single month just about for nearly 7 years before he was elected.  Plus a president finally brave enough to fix our ridiculous health care system.  Besides, Republicans are too puritan and uneducated at their base to elect anyone who has even a passive chance of beating Obama this time around. You're going end up with a nominee who thinks Adam and Eve ran around with dinosaurs, thinks global warming is a hoax, and won't be able to answer a single substance question unless it's on Fox and they are given the script beforehand.  Republicans really don't have a chance this time, and after the silliness in Wisconsin Dems have a really good chance of taking back the House as well.  It is fun watching your ""nominees"" jump in and out of the race. Jeez I hope Palin runs, that would be hilarious.",p-republicans,Saved the auto industry,oba112arg2
oba112,"Let's see,  Saved the auto industry,  Got Osama in 2.5 years after the last republican couldn't in nearly 7,  Jobs and GDP have increased consistently every month he's been president, while they both had decreased every single month just about for nearly 7 years before he was elected.  Plus a president finally brave enough to fix our ridiculous health care system.  Besides, Republicans are too puritan and uneducated at their base to elect anyone who has even a passive chance of beating Obama this time around. You're going end up with a nominee who thinks Adam and Eve ran around with dinosaurs, thinks global warming is a hoax, and won't be able to answer a single substance question unless it's on Fox and they are given the script beforehand.  Republicans really don't have a chance this time, and after the silliness in Wisconsin Dems have a really good chance of taking back the House as well.  It is fun watching your ""nominees"" jump in and out of the race. Jeez I hope Palin runs, that would be hilarious.",p-health,"Besides, Republicans are too puritan and uneducated at their base to elect anyone who has even a passive chance of beating Obama this time around.",oba112arg3
oba113,"I agree. Obama as been helping to keep the economy from falling. Without him, our country's economy, government, and military would be in total chaos.",p-economy,"Obama as been helping to keep the economy from falling. Without him, our country's economy, government, and military would be in total chaos.",oba113arg0
oba114,"Our entire debt buildup of the past decade can be pegged to 5 things:  1) 2 unsustainable wars started by republicans  2) Three unsustainable tax cuts started by republicans  3) And unsustainable Medicare Part D program started by republicans  4) Unprecedented increase in military spending started by republicans  If you look at  Obama's new spending , you will see he has spent under $350 billion in non-recession spending.",p-economy,"Our entire debt buildup of the past decade can be pegged to 5 things:  1) 2 unsustainable wars started by republicans  2) Three unsustainable tax cuts started by republicans  3) And unsustainable Medicare Part D program started by republicans  4) Unprecedented increase in military spending started by republicans  If you look at  Obama's new spending , you will see he has spent under $350 billion in non-recession spending.",oba114arg0
oba115,"Obama has been helping and taken control of a lot of important things that would have turned out badly. In his second term, if he gets it, he will be able to adress more and more problems.",p-republicans,"Obama has been helping and taken control of a lot of important things that would have turned out badly. In his second term, if he gets it, he will be able to adress more and more problems.",oba115arg0
oba116,He is better than George Bush (Jr)  But Republicans try to make problems to him  Finacial crisis of US can't be solved in a day   because it was not created in a day,p-republicans,He is better than George Bush (Jr),oba116arg0
oba117,"Why they are calling this bill health care reform instead of health insurance is reform is confusing when they attack health insurance companies?  The most logical thing for anyone is to drop their policy or if uninsured, remain uninsured, and pay $750/year penalties until you finally get sick, then anyone can buy health insurance since there are no pre-existing conditions. It'll be like avoiding homeowners insurance to save money, then buying some once your house is on fire because the insurance company is forced to sell you the policy.  Sweet, I can be irresponsible and still get health insurance.  THANK YOU, OBAMA!!",p-health,"The most logical thing for anyone is to drop their policy or if uninsured, remain uninsured, and pay $750/year penalties until you finally get sick, then anyone can buy health insurance since there are no pre-existing conditions.",oba117arg0
oba118,"Yes. Yes. Yes. Yes. Yes. Yes! I think I speak for most people when I say, we don't want to go back to a ""Bush era"" presidency.",p-republicans,"I speak for most people when I say, we don't want to go back to a ""Bush era"" presidency.",oba118arg0
oba119,You're right it is far-fetched to say he's a socialist.  What change has he proposed to the Constitution? Don't you mean Republicans who have  proposed more than a dozen constitutional amendments ?,p-republicans,You're right it is far-fetched to say he's a socialist.  What change has he proposed to the Constitution? Don't you mean Republicans who have  proposed more than a dozen constitutional amendments ?,oba119arg0
oba12,Bush got 8 years so Obama should get 8 years  --------------------------------------- ----------------,p-Other,Bush got 8 years so Obama should get 8 years,oba12arg0
oba120,The bailouts were a necessary evil.   http://www.createdebate.com/debate/show/Bailouts   Obama and the Democrats are pushing through financial reform which would help avoid future bailouts.   http://www.createdebate.com/debate/show/                                        Wall_Street_Reform    The rest of your argument is nothing but name-calling.,p-economy,Obama and the Democrats are pushing through financial reform which would help avoid future bailouts.,oba120arg0
oba121,What economic recovery. Every president has helped the u.s.a in some way sometimes its luck or help from someone else. Sometimes we just get a good president . As much as obamas helped hes did much worse than most of the presindent. OBAMA WANTS CHANGE THEN LETS CHANGE .... THE PRESIDENT.,c-republicans,As much as obamas helped hes did much worse than most of the presindent.,oba121arg0
oba122,His war with Libya is what has damaged his standing in Africa for good!,c-foreign_policies,His war with Libya is what has damaged his standing in Africa for good!,oba122arg0
oba123,"i totally disagree with 1debater!why should we change the president?whatever obama has done,done for U.S.A's welfare!osama was caught by obama itself!then why change him?",p-War,osama was caught by obama itself!,oba123arg0
oba123,"i totally disagree with 1debater!why should we change the president?whatever obama has done,done for U.S.A's welfare!osama was caught by obama itself!then why change him?",p-decision_policies,"whatever obama has done,done for U.S.A's welfare",oba123arg1
oba124,"The vast majority of people who voted for Obama did so because they recognized him as a capable leader. The only people who ever call him a messiah are Republicans making strawman attacks.  He would be able to accomplish a lot more if the Republicans in Congress would cooperate. Right now they are purposely doing everything they can to hold him back, just so they can watch his approval rating go down. Fortunately he seems to be slowly moving forward despite their obstructionism.",p-quality,"He would be able to accomplish a lot more if the Republicans in Congress would cooperate. Right now they are purposely doing everything they can to hold him back, just so they can watch his approval rating go down. Fortunately he seems to be slowly moving forward despite their obstructionism.",oba124arg0
oba125,"Progressive taxation is not theft   Any form of taxation is theft.   donât contribute to economic prosperity as much as the middle class does   Who the hell have you been reading? Keynes? Without the wealthy there would be no middle class jobs.   and all the while are able to enjoy a much higher standard and quality of living.   If they've never contributed then how did they manage to make money in a market economy in which he who serves best earns best (oversimplification, I'll agree, but nevertheless true quite often)?    ""uber-sensitive""   That's not what I wrote.   using this phrase as a criticism of something that conflicts with your idea of propriety doesnât invalidate the truth that what you said is racist.   Truth is subjective.   You appear to be engaging in cognitive dissonance.   Not in the least.   You should learn more about modern racism because what you said was well within the scope of this definition   Whose definition? That of the far-left who think that it is racist not to put the nigger ahead of the cracker (to put it most bluntly)? As a philologist I take very strong objection to the politicization of words.   Government spending cant reflect taxes insofar as we demand something to be provided for by our government   Who is this 'we' about whom you speak?   I agree that it should not be in excess, that it should be as small as is prudent   Yet that which can be thought of as prudent is open to vastly different opinion.   but I also donât want a dumb president that will do something out of idealism which may have a bigger costs in terms of the overall consequences.   My sentiments exactly, but about Obama.",c-economy,Progressive taxation is not theft   Any form of taxation is theft.,oba125arg0
oba126,Bubble or burst is a term that people use who don't know what they are talking about and heard it on CNN and know nothing about economics.   Economic trough is consequence of a business cycle after there was a peak in expansion. Many areas of the nation experienced double-digit-percent declines in house prices where they peaked to a trough.,c-economy,Many areas of the nation experienced double-digit-percent declines in house prices where they peaked to a trough.,oba126arg0
oba127,* Issued an Presidential Memorandum to restore scientific integrity in government decision-making:   http://www.whitehouse.gov/ the_press_office/ Memorandum-for-the-Heads-of-Executive- Departments-and-Agencies-3-9-09,p-decision_policies,Issued an Presidential Memorandum to restore scientific integrity in government decision-making,oba127arg0
oba128,I find Obama to be much more a celebrity then a president. Spends most of his time in front of the camera instead of in the white house..,c-quality,I find Obama to be much more a celebrity then a president. Spends most of his time in front of the camera instead of in the white house,oba128arg0
oba129,Are the troops home no did he tell the truth no is he even an American who knows but all i know is that Barry Soetoro aka Barrack Obama is not honest and unfit to lead,c-quality,Barrack Obama is not honest and unfit to lead,oba129arg0
oba13,"I'm more or less ambivalent, so I can't be on the yay side.  He sat in a church listening to a racist lunatic for 25 years and rather than leaving, wrote a book in which he referred to said racist lunatic as his mentor.  Then again, he did win a Nobel peace prize for no reason. That's pretty good I guess.",c-quality,"He sat in a church listening to a racist lunatic for 25 years and rather than leaving, wrote a book in which he referred to said racist lunatic as his mentor.  Then again, he did win a Nobel peace prize for no reason.",oba13arg0
oba130,* Issued an executive order to create the National Commission on Fiscal Responsibility and Reform:  http://money.cnn.com/2010/02/18/news/ economy/obama_debt_commission/index.htm,p-economy,Issued an executive order to create the National Commission on Fiscal Responsibility and Reform,oba130arg0
oba131,"The economy was already taking a nosedive when he stepped into office, and when he tried to pass his jobs bill to fix it, republicans vote it down and then proceeded to blame him for high unemployment. Strange how that works.  The Auto-industry was on the verge of collapse, when he came into office and now it's going strong. GM specifically was 17 months away from bankruptcy and now it's stocks are soaring and it has already paid back $11.8 billion to tax payers, 5 years ahead of schedule. Of the bank bailouts 66% of it has been paid back already. These averted bankruptcy and saved millions of jobs. Had we have let these industries go bankrupt, unemployment would have rocketed to levels not seen since the last great depression. Now add to that the fact that under His presidency Osama was killed, Gadaffi was killed, Egyptian President Mubarak was overthrown, and the Iraq war was ended. Considering all the problems we face I'd say he's doing pretty well.  SOURCES:   http://money.cnn.com/2010/11/18/news/companies/gm_ipo_akerson/index.htm?iid=EL    http://money.cnn.com/2010/11/18/markets/                                       thebuzz/index.htm     http://abcnews.go.com/WN/ general-motors-repays-81-billion- government-loans/story?id=10437944",p-economy,"The Auto-industry was on the verge of collapse, when he came into office and now it's going strong. GM specifically was 17 months away from bankruptcy and now it's stocks are soaring and it has already paid back $11.8 billion to tax payers, 5 years ahead of schedule. Of the bank bailouts 66% of it has been paid back already. These averted bankruptcy and saved millions of jobs.",oba131arg0
oba131,"The economy was already taking a nosedive when he stepped into office, and when he tried to pass his jobs bill to fix it, republicans vote it down and then proceeded to blame him for high unemployment. Strange how that works.  The Auto-industry was on the verge of collapse, when he came into office and now it's going strong. GM specifically was 17 months away from bankruptcy and now it's stocks are soaring and it has already paid back $11.8 billion to tax payers, 5 years ahead of schedule. Of the bank bailouts 66% of it has been paid back already. These averted bankruptcy and saved millions of jobs. Had we have let these industries go bankrupt, unemployment would have rocketed to levels not seen since the last great depression. Now add to that the fact that under His presidency Osama was killed, Gadaffi was killed, Egyptian President Mubarak was overthrown, and the Iraq war was ended. Considering all the problems we face I'd say he's doing pretty well.  SOURCES:   http://money.cnn.com/2010/11/18/news/companies/gm_ipo_akerson/index.htm?iid=EL    http://money.cnn.com/2010/11/18/markets/                                       thebuzz/index.htm     http://abcnews.go.com/WN/ general-motors-repays-81-billion- government-loans/story?id=10437944",p-foreign_policies,"The economy was already taking a nosedive when he stepped into office, and when he tried to pass his jobs bill to fix it, republicans vote it down and then proceeded to blame him for high unemployment.",oba131arg1
oba132,"Oh Yea, there is something obvious that I forgot in my original point, or points:     Borrowing money. Borrowing money from people who print money and devalue their currency is just as bad a printing money. Actually it's worse, it' puts you in debt the your borrowers i.e. China. Only if every country is free of debt to another will they truly be free.   Just like there are casualties of ware over territory,security, goods and other things, now there is a different war over debt that may require casualties in the name of true freedom. Though these will not be as obvious as soldiers on the battlefeild. They will be the ones who die due to cuts in medical programs and welfare programs. Medicare, Medicaid, and social security are the biggest share of our debt and we keep borrowing money from countries with no working standards or conditions to avoid the inevitable. The pay out that will leave us all broke. When the elderly outnumber the people working to support them. Or better their bills outnumber the wages of those who support them.   Freedom comes at a cost. Only those who are willing to make the sacrifices will get it.   So far I see Obama is willing to make some sacrifices, but not the tough ones. Tough ones are required to climb out of the hole which we have dug. The borrowing has to stop. The printing has to stop. Or we will never get out.   I'm sorry that's just what logic dictates. Once again I ask... somebody own me on this... I want your best arguments seriously....",c-quality,"So far I see Obama is willing to make some sacrifices, but not the tough ones. Tough ones are required to climb out of the hole which we have dug. The borrowing has to stop. The printing has to stop. Or we will never get out.",oba132arg0
oba133,* Eliminated federal funding for abstinence-only education which was significantly increased during the Bush Administration to $176 million annually:   http://www.guardian.co. uk/world/2009/jul/20/ bush-teen-pregnancy-cdc-report,p-republicans,Eliminated federal funding for abstinence-only education which was significantly increased during the Bush Administration to $176 million annually,oba133arg0
oba134,"Good thing that that article said that the entire 'comparing debt' idea was stupid, and that they're all as bad as each other.   That's more like it, recognizing that he's not such a Messiah after all. That's all I wanted.   Of course, but the $700 billion spent on stimulus, increased welfare spending, and decreased tax revenue, it would make a big part of the difference.   Money isn't spent on less taxing. that just means there is less money to spend.  As for stimulus, this does not help those who can't help themselves. this helps keep irresponsible corporations in power.  And increased welfare spending is not the answer, as LBJ and Nixon have shown. Instead, proposals by Bill Clinton, JFK, and Reagan have gotten more people off of government dependence and more independent, as well as leaving room for the private sector to increase wealth for all Americans (as it historically does).   Part of why I have repeatedly claimed that he is simply the best of a bad lot.   If the bad lot doesn't include Ron Paul and Gary Johnson, both for completely ending the turmoil in the Middle East, you'd be right.   43 billion is not a small amount,    Not compared to the debt and massive spending that it's trying to quell    And Bush's deregulation (under Ryan's plan) lead to the market crash and the recession we're still in.   False. Freddie Mac and Fannie Mae were irresponsible in their rewards to banks that did the wrong thing. Subsidization and inflation encouraged the banks even more to give out money to poor people who can't afford to give it back. The housing market regulators focused more on pushing ideological goals than thinking about what could actually profit the housing market. In fact, the housing market was encouraged, by government regulators, to over-supply and care little for their expenses (after all, they were being subsidized to an atomic level). Bush should have gotten government COMPLETELY out of the housing market. However, this wasn't the case, and folks like  Ron Paul  knew this would happen.   but that doesn't mean it was a good thing overall.   Clearly Bush should have listened to  Ron Paul  instead of the ideologues pushing for bigger government.   necessary and justified.   based on the assertions of Catholic Bishops?  They complain more about the subsidies going to farmers, which is, of course, wrong. However, Obama is not eliminating subsidies, as Ron Paul or Gary Johnson would.",c-economy,"As for stimulus, this does not help those who can't help themselves. this helps keep irresponsible corporations in power.  And increased welfare spending is not the answer, as LBJ and Nixon have shown. Instead, proposals by Bill Clinton, JFK, and Reagan have gotten more people off of government dependence and more independent, as well as leaving room for the private sector to increase wealth for all Americans (as it historically does).",oba134arg0
